2012-06,Metropolitan Police,00BCGN,85,11,33,1,11,4,0,5,4,11,1,4
2012-06,Metropolitan Police,00BCGL,201,7,89,4,12,38,2,3,6,17,15,8
2012-06,Metropolitan Police,00BCGM,108,8,36,2,24,15,0,0,2,7,7,7
2012-06,Metropolitan Police,00BCGJ,110,10,40,2,18,18,1,0,1,7,7,6
2012-06,Metropolitan Police,00BCGK,152,4,81,5,16,15,8,0,4,12,4,3
2012-06,Metropolitan Police,00BCGH,119,15,47,5,12,13,4,2,5,3,10,3
2012-06,Metropolitan Police,00BCGF,117,14,46,3,11,13,0,0,4,14,6,6
2012-06,Metropolitan Police,00BCGG,94,13,27,2,9,12,2,0,8,11,8,2
2012-06,Metropolitan Police,00BCGD,89,17,30,0,14,9,3,1,4,4,5,2
2012-06,Metropolitan Police,00BCGE,340,13,142,5,25,23,10,21,12,53,24,12
2012-06,Metropolitan Police,00BCGB,139,9,59,2,22,15,4,2,6,8,6,6
2012-06,Metropolitan Police,00BCGC,134,6,56,5,23,7,1,7,8,14,3,4
2012-06,Metropolitan Police,00BCGA,110,9,41,6,15,12,1,1,7,9,3,6
2012-06,Metropolitan Police,00ALGX,187,13,74,1,10,34,7,1,17,11,10,9
2012-06,Metropolitan Police,00ALGY,272,23,69,6,22,41,9,15,14,60,8,5
2012-06,Metropolitan Police,00ALGZ,62,12,19,0,6,9,2,1,3,5,2,3
2012-06,Metropolitan Police,00BKGP,141,7,42,5,6,13,4,2,7,32,12,11
2012-06,Metropolitan Police,00ALGP,188,21,64,4,22,30,8,6,9,10,8,6
2012-06,Metropolitan Police,00ALGQ,107,13,32,1,12,15,2,0,5,22,2,3
2012-06,Metropolitan Police,00ALGR,195,19,79,3,13,28,3,1,23,15,2,9
2012-06,Metropolitan Police,00ALGS,110,8,39,3,14,19,0,7,5,11,0,4
2012-06,Metropolitan Police,00ALGT,136,9,40,6,8,22,4,15,8,15,2,7
2012-06,Metropolitan Police,00ALGU,79,9,27,1,8,11,5,0,3,9,2,4
2012-06,Metropolitan Police,00ALGW,79,5,35,0,5,17,5,0,5,4,3,0
2012-06,Metropolitan Police,00BKGR,77,2,41,5,4,5,4,0,1,6,6,3
2012-06,Metropolitan Police,00AGGG,171,13,56,7,7,16,8,2,10,33,10,9
2012-06,Metropolitan Police,00AGGF,528,15,126,13,9,54,26,10,15,175,74,11
2012-06,Metropolitan Police,00AGGE,463,30,99,17,18,27,14,13,6,203,15,21
2012-06,Metropolitan Police,00AGGD,88,8,28,1,11,7,3,1,4,20,2,3
2012-06,Metropolitan Police,00AGGN,116,5,47,2,9,16,3,0,11,17,2,4
2012-06,Metropolitan Police,00AGGM,154,5,45,5,9,18,7,0,6,46,8,5
2012-06,Metropolitan Police,00AGGL,124,4,27,3,26,11,5,4,6,28,1,9
2012-06,Metropolitan Police,00AGGK,118,5,44,3,6,20,2,0,9,18,3,8
2012-06,Metropolitan Police,00AGGJ,81,8,25,0,17,7,2,1,5,10,0,6
2012-06,Metropolitan Police,00AGGH,84,9,20,3,13,14,0,0,6,14,1,4
2012-06,Metropolitan Police,00AGGW,126,15,30,4,13,13,1,6,5,25,1,13
2012-06,Metropolitan Police,00AGGU,186,4,85,6,10,24,4,0,10,38,1,4
2012-06,Metropolitan Police,00AGGT,282,13,102,6,6,27,8,3,4,91,12,10
2012-06,Metropolitan Police,00AGGS,288,12,110,10,13,32,10,0,4,68,10,19
2012-06,Metropolitan Police,00AGGR,211,14,83,3,20,13,9,14,10,27,8,10
2012-06,Metropolitan Police,00AGGQ,185,12,55,5,10,31,3,5,10,38,8,8
2012-06,Metropolitan Police,00AGGP,634,57,166,14,28,46,11,29,23,226,17,17
2012-06,Metropolitan Police,00AGGX,152,14,45,3,12,20,7,1,11,34,1,4
2012-06,Metropolitan Police,00BHGA,100,11,35,4,15,11,2,3,4,10,2,3
2012-06,Metropolitan Police,00AKGZ,137,18,40,8,21,16,1,2,6,18,1,6
2012-06,Metropolitan Police,00AKGY,183,10,76,8,22,27,3,0,8,14,8,7
